id,operacional_system,processor,memory,graphics,fk_game_id
25f1dfd7f27348a8871b9a22b39f56b52,64 bit Windows 10,Intel Core i5-4460 3.2 GHz / AMD Ryzen 5 1600X 3.6GHz,8 GB,GeForce GTX 960 / Radeon HD 7950 3GB VRAM*,4 GB,25f1dfd7f27348a8871b9a22b39f56b5
e85314e2458f49ad8f2da31879ca0a931,Windows 7/8.1/10 x64,Intel Core Duo 2.0 Ghz or faster,4GB,OpenGL 3.1 compliant video card,2GB Space Available,e85314e2458f49ad8f2da31879ca0a93
e85314e2458f49ad8f2da31879ca0a932,Windows 10 x64,Intel Core Duo 2.0 Ghz or faster,6GB,,,e85314e2458f49ad8f2da31879ca0a93
15a1d72c10ff46f396d9666f904ecb801,Windows 10 (20H1 or newer) – 64 bit only,AMD Ryzen 3 1200 – 3.1 GHz / Intel i5-4460 – 3.2 GHz,8 GB (Dual-Channel mode),AMD RX 460 (4 GB) / Nvidia GTX 960 (4 GB),60 GB HDD (SSD recommended),15a1d72c10ff46f396d9666f904ecb80
15a1d72c10ff46f396d9666f904ecb802,Windows 10 (20H1 or newer) – 64 bit only,AMD Ryzen 5 3600X (3.8 GHz) / Intel i7-7700 (3.6 GHz) or higher,16 GB (Dual-Channel mode),AMD RX VEGA64 (8 GB) / Nvidia GTX 1080 (8 GB) or higher,60 GB HDD (SDD Recommended) + 37 GB HD Textures (optional),15a1d72c10ff46f396d9666f904ecb80
00a9baf6862444f3931268a17c7349c11,,1.5 GHz or better,2GB,,,00a9baf6862444f3931268a17c7349c1
00a9baf6862444f3931268a17c7349c12,,1.8 GHz,4GB,,,00a9baf6862444f3931268a17c7349c1
48bb8979d7e6469a9a5adcbca67c2abb1,64-bit Windows 10,Intel Core i5-6600 (3.3 GHz) OR AMD Ryzen 5 2600 (3.4 GHz),8 GB,NVIDIA GeForce GTX 1050 Ti OR AMD Radeon RX 570,40 GB HDD,48bb8979d7e6469a9a5adcbca67c2abb
48bb8979d7e6469a9a5adcbca67c2abb2,64-bit Windows 10,Intel Core i5-8400 (2.8 GHz) OR AMD Ryzen 7 1800X (3.6 GHz),12 GB,NVIDIA GeForce GTX 970 OR AMD Radeon RX 590,40 GB SSD,48bb8979d7e6469a9a5adcbca67c2abb
b7740f73049d4bc4981cf27ccb03f5391,Windows 7,Intel Core2 Quad Q9400 2.66 GHz,4 GB,NVIDIA GeForce GTS 450,12 GB,b7740f73049d4bc4981cf27ccb03f539
b7740f73049d4bc4981cf27ccb03f5392,Windows 10,Intel Core i7 3.4GHz,8 GB,Nvidia GTX 660,12 GB,b7740f73049d4bc4981cf27ccb03f539
48d887a9b1604a7fb3b5943e4f0abfaf1,Windows,Dual Core 2.6 GHz or AMD64X2 2.6 GHz,2 GB RAM,"nVidia GeForce 8600 GT or higher, ATI Radeon X1800 or higher, min. 256 MB VideoRAM, Shader Model 3.0",,48d887a9b1604a7fb3b5943e4f0abfaf
48d887a9b1604a7fb3b5943e4f0abfaf2,Windows,"Intel Core 2 Duo E8400 or higher, AMD Phenom X3 8750 or higher",4 GB RAM,"nVidia GeForce 280 GTX or higher, ATI Radeon HD4870 or higher, 512 MB VideoRAM, Shader Model 3.0",,48d887a9b1604a7fb3b5943e4f0abfaf
561066a15349472dae2b26d5243853b31,Windows 7 SP1,Dual Core CPU 1.44GHz,1GB,Intel HD Graphics,500MB,561066a15349472dae2b26d5243853b3
561066a15349472dae2b26d5243853b32,Windows 7 SP1,Intel Core i3 1.7GHz,2GB,nVidia GTS 450,500MB,561066a15349472dae2b26d5243853b3
2721d42f51ca4f38bb6280b8e14117561,Windows 7+,2.66 Ghz Core 2 Duo or Greater,4 GB RAM,GeForce 500+ / Radeon 5000+ or Greater,3 GB available space,2721d42f51ca4f38bb6280b8e1411756
2721d42f51ca4f38bb6280b8e14117562,Windows 8.1+,2.33 GHz Quad Core or Greater,8 GB RAM,GeForce 600+ / Radeon 6000+,3 GB available space,2721d42f51ca4f38bb6280b8e1411756
6d00edfcf33a48149494c96b9cc5fde41,Windows 8.1,Intel i5 gen 2 or AMD Bulldozer {4 cores),8 GB RAM,Nvidia GTX 750 2GB or AMD R7 265 2GB,8 GB available space,6d00edfcf33a48149494c96b9cc5fde4
6d00edfcf33a48149494c96b9cc5fde42,Windows 10,Intel i7 gen 2 or AMD Ryzen,12 GB RAM,Nvidia GTX 1060 6GB or AMD RX570 8GB,8 GB available space,6d00edfcf33a48149494c96b9cc5fde4
f060c900b80441fda67a7d986c3279051,Windows 10,"Intel Core i3-4170 @ 3.7 GHz, AMD A8-7600 @ 3.1 GHz",8 GB,,5 GB,f060c900b80441fda67a7d986c327905
f060c900b80441fda67a7d986c3279052,Windows 10,"Intel Core i3-4170 @ 3.7 GHz, AMD A8-7600 @ 3.1 GHz",8 GB,,,f060c900b80441fda67a7d986c327905
751660a98c974c238203f2ef4e7c5ab61,Windows 7 or newer,Inter Core i3 M380,2GB RAM,Intel HD 4000,500 MB,751660a98c974c238203f2ef4e7c5ab6
751660a98c974c238203f2ef4e7c5ab62,Windows 10,,,,500 MB,751660a98c974c238203f2ef4e7c5ab6
f8297d4bdddd4e8b8bc454f51f0b8ba41,,,,,,f8297d4bdddd4e8b8bc454f51f0b8ba4
f8297d4bdddd4e8b8bc454f51f0b8ba42,,,,,,f8297d4bdddd4e8b8bc454f51f0b8ba4
06a518b864224400b25ee994eb11a4921,,,,,,06a518b864224400b25ee994eb11a492
06a518b864224400b25ee994eb11a4922,,,,,,06a518b864224400b25ee994eb11a492
1d053e8b4a784eb2bbe1b1924419d4591,Windows 7 64bit,Intel Core i3-2100 or AMD equivalent,6GB,NVIDIA GTX 650 2GB or AMD HD7770 2GB,25GB,1d053e8b4a784eb2bbe1b1924419d459
1d053e8b4a784eb2bbe1b1924419d4592,Windows 10 64 bit,Intel Core i7-3770K,8GB,NVIDIA GTX 980Ti 2560x1440 or NVIDIA GTX 970 1920x1080,25GB,1d053e8b4a784eb2bbe1b1924419d459
ce61bd4dbf3b49e9ae3311db91b005f81,Microsoft Windows 7/8,Intel i5,8GB,,TBC,ce61bd4dbf3b49e9ae3311db91b005f8
ce61bd4dbf3b49e9ae3311db91b005f82,Microsoft Windows 10,Intel i5,8GB,,,ce61bd4dbf3b49e9ae3311db91b005f8
c1cff0fdfa7f4a70b823b81ef6a306af1,Windows 7 or later,Intel i3 3.3 GHz or better,4 GB,GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB) - Integrated GPUs may work but are not supported.,13 GB,c1cff0fdfa7f4a70b823b81ef6a306af
c1cff0fdfa7f4a70b823b81ef6a306af2,Windows 7 or later,Intel i3 3.3 GHz or better,4 GB,GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB) - Integrated GPUs may work but are not supported.,13 GB,c1cff0fdfa7f4a70b823b81ef6a306af
c9d2e42d8b404add9390c0182093abbd1,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i3-3220, AMD FX 6300 equivalent or better",4 GB,NVIDIA GeForce® GTX 650 equivalent or better,,c9d2e42d8b404add9390c0182093abbd
c9d2e42d8b404add9390c0182093abbd2,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i5-4590, AMD FX 8350 equivalent or better",8 GB,NVIDIA GeForce® GTX 960 equivalent or better,,c9d2e42d8b404add9390c0182093abbd
101627971acc4962b8353df58ff0da2f1,Windows 10 (64-bit only),Ryzen 3 1200 - 3.1 Ghz / i5-4460 - 3.2 Ghz,8 GB (Dual-channel mode),AMD R9 380 - 4GB / GeForce GTX 960 4GB,50 GB HDD (SSD Recommended),101627971acc4962b8353df58ff0da2f
101627971acc4962b8353df58ff0da2f2,Windows 10 (64-bit only),Ryzen 5 1600 - 3.2 Ghz / i7-4790 - 3.6 Ghz,8 GB (Dual-channel mode),AMD RX 570 - 8GB / GeForce GTX 1060 - 6GB,50 GB HDD (SSD Recommended),101627971acc4962b8353df58ff0da2f
63286627d91a4eed93498b076bfe37611,Windows® 7 (Service Pack 1) / Windows® 8 / Windows® 8.1 / Windows® 10 / (64-bit only),AMD Ryzen 5 1600 or Intel Core i5-7400.,8 GB,NVIDIA GeForce GTX 950 or AMD Radeon R9 270. At least 2GB of dedicated VRAM.,35 GB,63286627d91a4eed93498b076bfe3761
63286627d91a4eed93498b076bfe37612,Windows® 7 (Service Pack 1) / Windows® 8 / Windows® 8.1 / Windows® 10 / (64-bit only),AMD Ryzen 5 2600 or Intel Core i7-4790.,16 GB,NVIDIA GeForce GTX 1650 or AMD Radeon RX 470. At least 4GB of dedicated VRAM.,35 GB,63286627d91a4eed93498b076bfe3761
732caedfe2c54133851205dbbfe619151,Windows 7,Intel Core i5-650 | AMD Phenom II X4 965,6 GB,"Nvidia GeForce GTX 650, 1 GB | AMD Radeon HD HD 6950, 2 GB",3 GB,732caedfe2c54133851205dbbfe61915
732caedfe2c54133851205dbbfe619152,Windows 10,Intel Core i5-2300 | AMD FX-6300,8 GB,"Nvidia GeForce GTX 660, 2 GB | AMD Radeon HD 7970, 3 GB",3 GB,732caedfe2c54133851205dbbfe61915
aeca462087c641eb91cfd2b4371a58401," Windows 8.1, Windows 10 (64-bit versions)","2.5 GHz CPU, 4 cores",8 GB RAM,"GeForce 950, AMD Radeon 530",2 GB available space,aeca462087c641eb91cfd2b4371a5840
aeca462087c641eb91cfd2b4371a58402," Windows 8.1, Windows 10 (64-bit versions)","2.5 GHz CPU, 4 cores",8 GB RAM,"GeForce 950, AMD Radeon 530",2 GB available space,aeca462087c641eb91cfd2b4371a5840
6049cb363ab94eacb797e8541df7c75b1,Windows 7 (SP1+),SSE2 instruction set support,2 GB,,440 MB,6049cb363ab94eacb797e8541df7c75b
6049cb363ab94eacb797e8541df7c75b2,Windows 7 (SP1+)/Windows 10,SSE2 instruction set support,2 GB,,440 MB,6049cb363ab94eacb797e8541df7c75b
7f77c0243e1c44309f3c89fe2119fb0e1,Windows 7,Intel Core i5-2300 (2.8 GHz),8 GB,GeForce GTX 470 / Radeon R9 M270X,2 GB available space,7f77c0243e1c44309f3c89fe2119fb0e
7f77c0243e1c44309f3c89fe2119fb0e2,Windows 7,Intel Core i7-4700MQ (3.20GHz),8 GB,GeForce GTX 650 / Radeon RX 550,2 GB available space,7f77c0243e1c44309f3c89fe2119fb0e
5e7ce1899f0b4871ba393abea8953f571,Windows 10 64-bit,Intel Core i5 7500/ AMD FX-8350, 8 GB RAM,Nvidia GeForce GTX 960 / ATI Radeon HD 7990,12 GB available space,5e7ce1899f0b4871ba393abea8953f57
5e7ce1899f0b4871ba393abea8953f572,Windows 10 64-bit,Intel Core i7 4790/ AMD Ryzen 7 3780U, 8 GB RAM,Nvidia GeForce GTX 1060 / ATI Radeon RX 5600,12 GB available space,5e7ce1899f0b4871ba393abea8953f57
2a112cd37b774426990583a259e25ef91,WindowsXP SP2 or higher,Dual core 2.4GHz,2048 MB,Video card with 512MB of VRAM,2 GB,2a112cd37b774426990583a259e25ef9
2a112cd37b774426990583a259e25ef92,Windows 7 or higher,Quadcore 2.5GHz,4096 MB,Video card with 1024MB of VRAM,2 GB,2a112cd37b774426990583a259e25ef9
4de114969d2446699fb5b505269fe4151,Windows 10 64-bit,Intel Core i5-6402P or AMD Ryzen 1300X,8 GB,NVIDIA GeForce GTX 960 4 GB or AMD Radeon R9 380 4 GB,8 GB,4de114969d2446699fb5b505269fe415
4de114969d2446699fb5b505269fe4152,Windows 10 64-bit,Intel Core i5-7600K or AMD Ryzen 1700,16 GB,NVIDIA GeForce GTX 1660 Ti 6 GB or AMD Radeon RX 590 6 GB,8 GB,4de114969d2446699fb5b505269fe415
cda071f564904752ae92981ea323784b1,Windows XP,Dual Core 2.33 GHz Intel or 3.0 GHz AMD,2 GB RAM,"Geforce GTX 8800, AMD Radeon 4850 or Intel HD Graphics 5200 or better (1GB graphics memory or more. Shader Model 3.0 needs to be supported)",2 GB available space,cda071f564904752ae92981ea323784b
cda071f564904752ae92981ea323784b2,Windows 7,Quad Core 2.66 Ghz Intel or 3.2 GHz AMD,4 GB RAM,Geforce GTX 660 Ti or AMD Radeon 6850 or better (1GB graphics memory or more. Shader Model 3.0 needs to be supported),2 GB available space,cda071f564904752ae92981ea323784b
7f50678081dc40ecaab4cf5f6bd73f2a1,Mac OS X 10.6 (Snow Leopard),Intel Core 2 Duo,2 GB RAM,Graphics card supporting OpenGL 2.1 or later. 256MB graphics memory or more.,1 GB HD space,7f50678081dc40ecaab4cf5f6bd73f2a
7f50678081dc40ecaab4cf5f6bd73f2a2,Mac OS X 10.6 (Snow Leopard),Intel Core i5,4 GB RAM,ATI Radeon HD 2900 or NVIDIA GeForce 8800 or better. 512MB graphics memory or more.,2 GB HD space,7f50678081dc40ecaab4cf5f6bd73f2a
a0668f2f465843b1b3216bd72c34495b1, Windows 10,,4 GB RAM,GeForce GTX 960,1 GB,a0668f2f465843b1b3216bd72c34495b
a0668f2f465843b1b3216bd72c34495b2, Windows 10,,4 GB RAM,GeForce GTX 960,1 GB,a0668f2f465843b1b3216bd72c34495b
a2fc9e21ab4e416680c2b9597b7f6eaf1,Windows® 10 64 bit Build 1903,AMD Ryzen™ 5 1400 / Intel® Core™ i5-4460,8GB,NVIDIA® GeForce® GTX 1060 6GB / AMD Radeon™ RX 570,80GB,a2fc9e21ab4e416680c2b9597b7f6eaf
a2fc9e21ab4e416680c2b9597b7f6eaf2,Windows® 10 64 bit Build 1903,AMD Ryzen™ 5 1600 / Intel® Core™ i7-4790,16GB,NVIDIA® GeForce® GTX 1660 Super / AMD Radeon™ RX 590,80GB,a2fc9e21ab4e416680c2b9597b7f6eaf
c1e36fb90e3e4057b9c2f779046b3e911,Windows 10 (64-bit),AMD FX-4300 / Intel Core i3-4130,4 GB,"1 GB VRAM, AMD Radeon HD 7770 / NVIDIA GeForce GTX 560",,c1e36fb90e3e4057b9c2f779046b3e91
c1e36fb90e3e4057b9c2f779046b3e912,Windows 10 (64-bit),AMD FX-8320 / Intel Core i5-4690K,8 GB,"2 GB VRAM, AMD Radeon R9 380 / NVIDIA GeForce GTX 1050 Ti",,c1e36fb90e3e4057b9c2f779046b3e91
34cc0c5f0b874ac4b03cbe59fe3f87d01,Windows 10 (64-bit versions),Intel Core i5-4460 or AMD Ryzen 5 1400,8 GB dual channel,,,34cc0c5f0b874ac4b03cbe59fe3f87d0
34cc0c5f0b874ac4b03cbe59fe3f87d02,Windows 10 (64-bit versions),Intel Core i7-4790 or AMD Ryzen 5 1600,8 GB dual channel,,,34cc0c5f0b874ac4b03cbe59fe3f87d0
2dd7498ffb08433ca9b7c20946787e1f1,Windows 7,Dual Core +,4GB,,400 MB available space,2dd7498ffb08433ca9b7c20946787e1f
2dd7498ffb08433ca9b7c20946787e1f2,Windows 7,Dual Core +,4GB,,400 MB available space,2dd7498ffb08433ca9b7c20946787e1f
bf0198be86de4b168f1f1e94930163bc1,Windows 7 64-bit,Intel Core2 Duo E8400 or AMD Phenom II x2 550,4GB RAM,GeForce GTX 260 or Radeon HD 4850,4GB,bf0198be86de4b168f1f1e94930163bc
bf0198be86de4b168f1f1e94930163bc2,Windows 10 64-bit,Intel Core i5-750 or AMD Phenom II x4 945,4GB RAM,GeForce GTX 650 or Radeon HD 5770,4GB,bf0198be86de4b168f1f1e94930163bc
0af5da05c76943f8a7da7cc65949ffd41,Windows 7,Intel Core i3-530,4 GB RAM,NVIDIA GeForce GTX 260 / ATI Radeon HD 4870,3 GB available space,0af5da05c76943f8a7da7cc65949ffd4
0af5da05c76943f8a7da7cc65949ffd42,"Windows 10, 64-bits",Intel Core i7,8 GB RAM,NVIDIA GeForce GTX 660 / ATI Radeon HD 7850,3 GB available space,0af5da05c76943f8a7da7cc65949ffd4
1c5397e7c768490c8923aea72aacac9b1,Windows 7 / 8 / 10 64-bits,Core i3 3.6GHz,8 GB,NVIDIA® GeForce® GTX 960 (Lower PC Can Run it but loses Fps and Graphics Quality),15 GB,1c5397e7c768490c8923aea72aacac9b
1c5397e7c768490c8923aea72aacac9b2,Windows 10 64-bits,Core i5 3.20ghz,16 GB,NVIDIA® GeForce® GTX 1060 with 6GB VRAM or Higher,15 GB,1c5397e7c768490c8923aea72aacac9b
feb54dfc423448a98cd15c5ef44c9b691,"Windows 7 64-bit, Windows 8.1, Windows 10",Intel Core i5-4330/AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,2 GB,feb54dfc423448a98cd15c5ef44c9b69
feb54dfc423448a98cd15c5ef44c9b692,"64-bit Windows 7, Windows 8.1, or Windows 10",Intel Core i5-6600K/ AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce GTX 1060 3GB/ AMD Radeon RX 580 4GB,3 GB,feb54dfc423448a98cd15c5ef44c9b69
1face1384fec44baafd037e84dcdb6ae1,Windows 10 Version 18362.0 or higher,AMD Athlon X4 | Intel Core i5 4460, 8 GB RAM,Nvidia GTX 950 | AMD R7 370,2 GB available space,1face1384fec44baafd037e84dcdb6ae
1face1384fec44baafd037e84dcdb6ae2,Windows 10 Version 18362.0 or higher,AMD Ryzen 3 | Intel i5 Skylake, 8 GB RAM,Nvidia GTX 970 | AMD RX 570,2 GB available space,1face1384fec44baafd037e84dcdb6ae
3ce3dbff58e146cc94639ad76019bae01,Windows Vista 64-bit,Core i3 2.4Ghz,4 GB,NVIDIA GeForce GTX 260 / AMD Radeon HD 5750. OpenGL 3.3,9GB,3ce3dbff58e146cc94639ad76019bae0
3ce3dbff58e146cc94639ad76019bae02,Windows 7 64-bit,Core i5 / AMD FX 2.4Ghz,8 GB,NVIDIA GeForce GTX 480 / AMD Radeon HD 5970. OpenGL 3.3,9GB,3ce3dbff58e146cc94639ad76019bae0
ffd4758294444d308f6660a30ca5abb01,Windows 7,"Dual Core Processor, 2.5 GHz",4 GB RAM,Nvidia GeForce GTX 750 2GB vRAM,,ffd4758294444d308f6660a30ca5abb0
ffd4758294444d308f6660a30ca5abb02,Windows 10,"Quad Core Processor, 3 GHz or faster",8 GB RAM,Nvidia GeForce GTX 970,10 GB available space,ffd4758294444d308f6660a30ca5abb0
a4733ca90bc14d548e3435bd5ff6c9fb1,Windows 7,Intel Core i3 or equivalent AMD,4 GB RAM,"NVIDIA GeForce GTX 460, AMD Radeon HD 6770 with at least 1 GB VRAM",8 GB ,a4733ca90bc14d548e3435bd5ff6c9fb
a4733ca90bc14d548e3435bd5ff6c9fb2,Windows 10,Intel Core i5 or equivalent AMD,8 GB RAM,"NVIDIA GeForce GTX 560, AMD Radeon HD 7790",8 GB ,a4733ca90bc14d548e3435bd5ff6c9fb
1cfc3e68b14940719bbc0bce58fae8a41,64-bit Windows 7 ,"Intel Core2 Duo E8400, 3.0GHz or AMD Athlon 64 X2 6000+, 3.0GHz or higher",4 GB RAM, Geforce 9600 GT or AMD HD 3870 512MB or higher,,1cfc3e68b14940719bbc0bce58fae8a4
1cfc3e68b14940719bbc0bce58fae8a42,64-bit Windows 10,3.2 GHz Quad Core Processor,8 GB RAM,,5 GB available space,1cfc3e68b14940719bbc0bce58fae8a4
3b5eb79d550c4657b2fe6bad90d055d51,macOS 10.11,Intel Processor,8 GB,1280x768 display (1280×768 display requires fullscreen mode),8 GB,3b5eb79d550c4657b2fe6bad90d055d5
3b5eb79d550c4657b2fe6bad90d055d52,macOS 10.11,Intel Processor,8 GB,,8 GB,3b5eb79d550c4657b2fe6bad90d055d5
c02a2852de1d4596b2bc30280b9cfe9e1,Windows Vista,2.0 GHz Dual Core,2 GB RAM,NVIDIA GT 460 or AMD Radeon HD 5550 w/ 1024 MB, 1 GB available space,c02a2852de1d4596b2bc30280b9cfe9e
c02a2852de1d4596b2bc30280b9cfe9e2,Windows 8.1,2.4 GHz Intel i5,4 GB RAM,NVIDIA GTX 660 Ti or AMD Radeon HD 7870 w/ 1024 MB, 1 GB available space,c02a2852de1d4596b2bc30280b9cfe9e
a340133282e740289cc85703132a42931,Windows 8,i3 Sandy Bridge Dual Core or Equivalent,4 GB,NVIDIA GeForce GTX 660,2 GB,a340133282e740289cc85703132a4293
a340133282e740289cc85703132a42932,Windows 10,Intel(R) Сore (TM) i5-4440,16 GB,GeForce GTX1050 Ti,2 GB,a340133282e740289cc85703132a4293
d9a84a15512f4c8ca30363c5d1a068331,Windows 7 / 8 / 8.1 / 10,i3 4th generation / i5 2nd generation / A6 series,4 GB,Intel HD 4000 / AMD Radeon 5800 series / nvidia 550Ti,7 GB,d9a84a15512f4c8ca30363c5d1a06833
d9a84a15512f4c8ca30363c5d1a068332,Windows 7 / 8 / 8.1 / 10,i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer),8 GB,AMD Radeon 8000 series or newer / nvidia GTX 660 or newer,7 GB,d9a84a15512f4c8ca30363c5d1a06833
e60a95176c36428e948cd26c9c67377c1,Windows 7,"Intel i3 (4th Generation) or equivalent AMD, min. 2.0 GHz",8 GB,Nvidia GeForce GTX 960 or equivalent AMD,7 GB,e60a95176c36428e948cd26c9c67377c
e60a95176c36428e948cd26c9c67377c2,Windows 10,"Intel i5 (4th Generation) or equivalent AMD, min. 2.4 GHz",16 GB,Nvidia GeForce GTX 1060 or equivalent AMD,7 GB,e60a95176c36428e948cd26c9c67377c
2ec6541c3d2a49ed869c1edbcd196a2b1,Windows XP SP3 / Windows Vista / Windows 7 / Windows 8 / Windows 10,3.0 GHz processor,4 GB RAM,,15 GB available space,2ec6541c3d2a49ed869c1edbcd196a2b
2ec6541c3d2a49ed869c1edbcd196a2b2,Windows 7 / Windows 8 / Windows 10 & Above,3.5 GHz processor,8 GB RAM,,20 GB available space,2ec6541c3d2a49ed869c1edbcd196a2b
408e1dacff9c4ddabecb93b1e6183db91,Windows 7 64-bit,Intel Core i3-3220 3.3 GHz,4GB RAM,GeForce GTX 470 or AMD Radeon HD 7850,25GB,408e1dacff9c4ddabecb93b1e6183db9
408e1dacff9c4ddabecb93b1e6183db92,Windows 10 64-bit,Intel Core i5-4670 or AMD A10-7850k,8GB RAM,GeForce GTX 980 VRAM 4GB or AMD Radeon R9 390X,25GB,408e1dacff9c4ddabecb93b1e6183db9
95f33ec48520436c9c73fef18d3579581,,,,,,95f33ec48520436c9c73fef18d357958
95f33ec48520436c9c73fef18d3579582,,,,,,95f33ec48520436c9c73fef18d357958
abcd18dfe32b41cb86332f745c73569c1,Windows 7/8,"Intel Core 2 Duo E8400 (Intel), Athlon 200GE (AMD)",RAM 4GB,"Intel HD 4000, Radeon R5 200",,abcd18dfe32b41cb86332f745c73569c
abcd18dfe32b41cb86332f745c73569c2,Windows 10 (64-Bit),"Intel i3-4150 (Intel), Ryzen 3 1200 (AMD)",RAM 4GB,"GeForce GT 730, Radeon R7 240",,abcd18dfe32b41cb86332f745c73569c
03db40cd9db54c5babac9ca6bdb2fe911,"Win 7, 8, 10",Intel: Core i3-530  AMD: A6-3650  ARM: not supported,2GB,NVidia: GeForce 560  AMD: Radeon HD 6950  Intel: Intel UHD ,16GB HDD,03db40cd9db54c5babac9ca6bdb2fe91
03db40cd9db54c5babac9ca6bdb2fe912,Win 10,Intel: Core i5-3300  AMD: Ryzen 3 1200  ARM: not supported,4GB,NVidia: GeForce 9600GT  AMD: HD 6570  Intel: Intel HD 4600 Integrated Graphics,16GB HDD,03db40cd9db54c5babac9ca6bdb2fe91
137d26940f194bd6a214cb694a0363f91,"64-bit Windows 7, 8.1, or 10",3 GHz processor,4 GB RAM,GPU with 512MB+ VRAM,,137d26940f194bd6a214cb694a0363f9
137d26940f194bd6a214cb694a0363f92,"64-bit Windows 7, 8.1, or 10",3 GHz processor,4 GB RAM,GPU with 512MB+ VRAM,,137d26940f194bd6a214cb694a0363f9
e880a70ecac84bc185fea9d354a157cc1,"Win 7, 8, 10",Intel: Core i3-530 AMD: A6-3650 ARM: not supported,2GB,NVidia: GeForce 9600GT AMD: HD 6570 Intel: Intel HD 4600 Integrated Graphics,16GB HDD,e880a70ecac84bc185fea9d354a157cc
e880a70ecac84bc185fea9d354a157cc2,Win 10,Intel: Core i5-3300 AMD: Ryzen 3 1200 ARM: not supported,4GB,NVidia: GeForce 560 AMD: Radeon HD 6950 Intel: Intel UHD 630 Integrated Graphics,16GB SSD,e880a70ecac84bc185fea9d354a157cc
dd9e02507b284532bf57b3b485a1596d1,Windows 7,Intel Core 2 Duo E8400 | AMD Phenom II X2 550,4 GB RAM,"Nvidia GeForce GTS 250, 1 GB | ATI Radeon HD 5670, 1 GB",2 GB available space,dd9e02507b284532bf57b3b485a1596d
dd9e02507b284532bf57b3b485a1596d2,Windows 10, Intel Core i5-2300 | AMD FX-4350,4 GB RAM,"Nvidia GeForce GTX 560, 1 GB | AMD Radeon HD 6950, 2 GB",2 GB available space,dd9e02507b284532bf57b3b485a1596d
d3d423fc1a58400fb08443c9942756af1,Windows 7 or later,Intel Core i5,2 GB,,,d3d423fc1a58400fb08443c9942756af
d3d423fc1a58400fb08443c9942756af2,Windows 10,High-range Intel Core i5,4 GB,,,d3d423fc1a58400fb08443c9942756af
385e723a8854456da61b9dd9bc5425131,macOS 10.13.6 or Higher,Intel Core 2 Duo - 1.8 GHz+,4GB RAM,"Intel GMA X4500, NVIDIA GeForce 9600M GT, AMD/ATI Mobility Radeon HD 3650 - 256MB VRAM",7GB,385e723a8854456da61b9dd9bc542513
385e723a8854456da61b9dd9bc5425132,macOS 10.13.6 or Higher,Intel Core 2 Duo - 1.8 GHz+,4GB RAM,,7GB,385e723a8854456da61b9dd9bc542513
47dfc9b69a9f44a5a47fa3d182f4d5991,Windows 10 64bit (min version 1809),Intel i5-4590/AMD FX 8370,8GB,(4GB VRAM) NVIDIA GeForce GTX 1050Ti (Legacy GPU: GeForce GTX 960) / AMD Radeon RX 470,14GB,47dfc9b69a9f44a5a47fa3d182f4d599
47dfc9b69a9f44a5a47fa3d182f4d5992,Windows 10 64bit (min version 1809),Intel i7-5775C/AMD Ryzen 5 1500X,12GB,(6GB VRAM) NVIDIA GeForce GTX 1070 / AMD RX 570 (8GB),14GB,47dfc9b69a9f44a5a47fa3d182f4d599
e73c6b914a394bbface8847d758794921,Windows 7 64-bit,Intel i3 530 @2.93 GHz/AMD Phenom II X4 805 @2.5 GHz,4GB,Nvidia Geforce GTX 780 @3GB/AMD Radeon HD 7970 @3GB,15GB,e73c6b914a394bbface8847d75879492
e73c6b914a394bbface8847d758794922,Windows 10,Intel i3 530 @2.93 GHz/AMD Phenom II X4 805 @2.5 GHz,4GB,Nvidia Geforce GTX 780 @3GB/AMD Radeon HD 7970 @3GB,20GB,e73c6b914a394bbface8847d75879492
c40fb8828f6b45e1ac511f2cc5db9dc21,Windows 7,Intel Pentium Dual CPU E2180 2.00GHz,2 GB,GeForce 600M / ATI Radeon HD 5450 (1GB),500 MB,c40fb8828f6b45e1ac511f2cc5db9dc2
c40fb8828f6b45e1ac511f2cc5db9dc22,Windows 10,TBD,4 GB,TBD,500 MB,c40fb8828f6b45e1ac511f2cc5db9dc2
bb04b2f296104e32b70df72c2ce0634b1,Windows 10 64-bit,Intel i3 Skylake | AMD FX-6000,8GB,AMD Radeon R7 260X | NVIDIA GeForce GTX 750 Ti,4GB,bb04b2f296104e32b70df72c2ce0634b
bb04b2f296104e32b70df72c2ce0634b2,Windows 10 64-bit,Intel i5 Coffee Lake | AMD Ryzen 3,8GB,AMD Radeon RX 570 | NVIDIA GeForce GTX 970,4GB,bb04b2f296104e32b70df72c2ce0634b
202087228093485b81bfda40ce9dbe481,,,,,,202087228093485b81bfda40ce9dbe48
202087228093485b81bfda40ce9dbe482,,,,,,202087228093485b81bfda40ce9dbe48
8f58067d08bb454ab0eb8907345b8c761,Windows 10,Intel i5-10400F,8GB,Radeon RX 570,5 GB,8f58067d08bb454ab0eb8907345b8c76
